tot_cnt,no,isu_cd,eng_cor_nm,std_ind_cd,ind_nm,lst_stk_vl,cpt,par_pr,iso_cd,Exchange
1799,1735,078350,HANYANG DIGI,032601,Manufacture of Semiconductor,"15,244,382","7,622,191,000",500,KRW,KOSDAQ
1799,1736,045100,HANYANG ENG,137201,"Architectural, Engineering and Related Technical Services","18,000,000","9,000,000,000",500,KRW,KOSDAQ
1799,1684,136480,HARIM,031001,"Slaughtering of Livestock, Processing, Preserving of Meat and Meat Products","106,209,702","53,104,851,000",500,KRW,KOSDAQ
1799,1686,450330,HASS,032103,Manufacture of Medical Supplies and Related Other Medicaments,"8,186,843","4,093,421,500",500,KRW,KOSDAQ
1799,31,440290,HB Investment,116409,Other Financial Intermediation,"27,107,010","13,553,505,000",500,KRW,KOSDAQ
1799,30,297890,HB SOLUTION,032902,Manufacture of Special-Purpose Machinery,"73,140,914","36,764,134,000",500,KRW,KOSDAQ
1799,32,078150,HB Technology,032902,Manufacture of Special-Purpose Machinery,"92,715,916","46,357,958,000",500,KRW,KOSDAQ
1799,1727,452190,HBL,032902,Manufacture of Special-Purpose Machinery,"23,366,557","2,575,155,700",100,KRW,KOSDAQ
1799,1728,047080,HBS,105802,Software Development and Supply,"24,822,362","12,411,181,000",500,KRW,KOSDAQ
1799,33,225530,HC BoKwang Industry,032309,Manufacture of Other Non-metallic Mineral Products,"36,338,727","18,169,363,500",500,KRW,KOSDAQ
1799,34,060560,HC HomeCenter,074607,Other Specialized Wholesale,"127,669,525","12,766,952,500",100,KRW,KOSDAQ
1799,949,072990,HCT,137209,Other Scientific and Technical Services,"7,365,316","3,682,658,000",500,KRW,KOSDAQ
1799,1764,048410,HDBIO,032004,Manufacture of Other Chemical Products,"96,040,960","48,020,480,000",500,KRW,KOSDAQ
1799,1724,256150,HDCTECH,032901,Manufacture of General Purpose Machinery,"8,395,000","4,197,500,000",500,KRW,KOSDAQ
1799,1762,170030,HDI21,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"15,340,000","7,670,000,000",500,KRW,KOSDAQ
1799,1798,037440,HEERIM,137201,"Architectural, Engineering and Related Technical Services","13,922,475","6,961,237,500",500,KRW,KOSDAQ
1799,956,376270,HEM Pharma,137001,Research and Experimental Development On Natural Sciences and Engineering,"7,078,637","3,539,318,500",500,KRW,KOSDAQ
1799,1757,900270,HENG SHENG GROUP,116409,Other Financial Intermediation,"188,047,040","571,779,873",0,CNY,KOSDAQ
1799,1796,010240,HEUNGKUK,032902,Manufacture of Special-Purpose Machinery,"12,322,696","6,161,348,000",500,KRW,KOSDAQ
1799,967,230240,HFR,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"13,309,000","6,744,513,000",500,KRW,KOSDAQ
1799,1692,450050,HI-8 SPAC,116601,Activities Auxiliary to Financial Service Activities,"5,014,000","501,400,000",100,KRW,KOSDAQ
1799,1693,160190,HIGEN RNM,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","30,888,000","15,444,000,000",500,KRW,KOSDAQ
1799,1799,238490,HIMS,032902,Manufacture of Special-Purpose Machinery,"11,312,236","5,656,118,000",500,KRW,KOSDAQ
1799,1694,221840,HIZEAERO,033103,"Manufacture of Aircraft, Spacecraft and its Parts","18,700,561","9,350,280,500",500,KRW,KOSDAQ
1799,957,044780,HK,032902,Manufacture of Special-Purpose Machinery,"18,505,787","9,252,893,500",500,KRW,KOSDAQ
1799,35,195940,HK inno.N,032102,Manufacture of Medicaments,"28,329,891","14,452,249,500",500,KRW,KOSDAQ
1799,1716,023760,HKCapital,116409,Other Financial Intermediation,"315,609,576","157,804,788,000",500,KRW,KOSDAQ
1799,1720,037230,HKPAK,031702,"Manufacture of Corrugated Cardboard, Paper Boxes and Paper Containers","29,800,327","14,900,163,500",500,KRW,KOSDAQ
1799,36,028300,HLB,032103,Manufacture of Medical Supplies and Related Other Medicaments,"131,439,058","65,719,529,000",500,KRW,KOSDAQ
1799,40,187420,HLB Genex,032101,Manufacture of medicinal chemicals,"29,135,882","14,567,941,000",500,KRW,KOSDAQ
1799,43,046210,HLB PANAGENE,032103,Manufacture of Medical Supplies and Related Other Medicaments,"45,126,718","22,563,359,000",500,KRW,KOSDAQ
1799,44,196300,HLB PEP,032101,Manufacture of medicinal chemicals,"9,293,398","4,646,699,000",500,KRW,KOSDAQ
1799,42,115450,HLB Therapeutics,074607,Other Specialized Wholesale,"84,382,263","42,191,131,500",500,KRW,KOSDAQ
1799,37,278650,HLB bioStep,137001,Research and Experimental Development On Natural Sciences and Engineering,"87,005,539","8,700,553,900",100,KRW,KOSDAQ
1799,39,024850,HLB innoVation,032602,Manufacture of Electronic Components,"144,304,123","72,152,061,500",500,KRW,KOSDAQ
1799,38,067630,HLBLS,032103,Manufacture of Medical Supplies and Related Other Medicaments,"121,917,058","60,958,529,000",500,KRW,KOSDAQ
1799,41,047920,HLBPHARMA,137001,Research and Experimental Development On Natural Sciences and Engineering,"32,799,356","16,399,678,000",500,KRW,KOSDAQ
1799,951,239610,HLSCIENCE,031008,Manufacture of Other Food Products,"5,392,115","2,696,057,500",500,KRW,KOSDAQ
1799,953,462020,HMCIB No.6SPAC,116601,Activities Auxiliary to Financial Service Activities,"4,345,000","434,500,000",100,KRW,KOSDAQ
1799,954,477340,HMCIB No.7SPAC,116601,Activities Auxiliary to Financial Service Activities,"7,510,000","751,000,000",100,KRW,KOSDAQ
1799,952,036170,HMNEX,032601,Manufacture of Semiconductor,"61,365,626","61,365,626,000","1,000",KRW,KOSDAQ
1799,1708,101680,HNK,032902,Manufacture of Special-Purpose Machinery,"8,404,000","4,202,000,000",500,KRW,KOSDAQ
1799,45,403870,HPSP,032902,Manufacture of Special-Purpose Machinery,"83,498,568","41,749,284,000",500,KRW,KOSDAQ
1799,46,036640,HRS,032002,Manufacture of Plastics and Synethetic Rubber in Primary forms,"16,354,800","8,177,400,000",500,KRW,KOSDAQ
1799,1776,039610,HS VALVE,032901,Manufacture of General Purpose Machinery,"10,410,400","5,205,200,000",500,KRW,KOSDAQ
1799,1695,106190,HTP,032101,Manufacture of medicinal chemicals,"10,633,173","5,316,586,500",500,KRW,KOSDAQ
1799,1788,175140,HUMAN TECHNOLOGY,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"24,798,012","12,399,006,000",500,KRW,KOSDAQ
1799,1785,205470,HUMASIS,032103,Manufacture of Medical Supplies and Related Other Medicaments,"129,375,009","12,968,848,900",100,KRW,KOSDAQ
1799,1786,115160,HUMAX,032605,Manufacture of Electronic Video and Audio Equipment,"43,970,124","21,985,062,000",500,KRW,KOSDAQ
1799,1787,028080,HUMAX Holdings,106201,"Computer programming, System Integration and Management Services","12,577,506","6,288,753,000",500,KRW,KOSDAQ
1799,1781,290270,HUNESION,105802,Software Development and Supply,"9,607,672","4,803,836,000",500,KRW,KOSDAQ
1799,1792,243070,HUONS,032102,Manufacture of Medicaments,"11,979,665","5,989,832,500",500,KRW,KOSDAQ
1799,948,295310,HVM,032402,Manufacture of Basic Precious and Non-ferrous Metals,"11,901,931","5,950,965,500",500,KRW,KOSDAQ
1799,1739,276730,HW &amp; Jeju,031101,Manufacture of  Alcoholic Beverages,"15,677,356","7,838,678,000",500,KRW,KOSDAQ
1799,1779,061250,HWAIL PHARM,032102,Manufacture of Medicaments,"86,515,847","44,017,513,500",500,KRW,KOSDAQ
1799,1777,126640,HWASHIN PRECISION,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"36,373,887","3,637,388,700",100,KRW,KOSDAQ
1799,1690,013030,HY-LOKCO,032401,Manufacture of Basic Iron and Steel,"12,295,442","6,806,616,000",500,KRW,KOSDAQ
1799,1780,097870,HYOSUNGONB,032003,"Manufacture of Fertilizers, Pesticides, Germicides and Insecticides","8,490,000","4,245,000,000",500,KRW,KOSDAQ
1799,955,148930,HYTC,032509,Manufacture of Other Fabricated Metal Products; Metal Working Service Activities,"10,175,213","5,087,606,500",500,KRW,KOSDAQ
1799,1784,078590,HYULIM A-TECH,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"56,210,338","28,105,169,000",500,KRW,KOSDAQ
1799,1765,052260,HYUNDAI BIOLAND,032004,Manufacture of Other Chemical Products,"30,000,000","15,000,000,000",500,KRW,KOSDAQ
1799,1767,041440,HYUNDAI EVERDIGM,032902,Manufacture of Special-Purpose Machinery,"17,915,944","8,957,972,000",500,KRW,KOSDAQ
1799,1769,090850,HYUNDAI EZWEL,105802,Software Development and Supply,"23,746,361","11,873,180,500",500,KRW,KOSDAQ
1799,1766,016790,HYUNDAI FEED,031009,Manufacture of Livestock Feeds and Prepared Animal Feeds,"188,471,729","18,847,172,900",100,KRW,KOSDAQ
1799,1768,039010,HYUNDAI HT,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"8,625,000","4,312,500,000",500,KRW,KOSDAQ
1799,1770,460930,HYUNDAI HYMS,033101,Building of Ships and Boats,"35,479,871","17,739,935,500",500,KRW,KOSDAQ
1799,1763,319400,HYUNDAI MOVEX,032901,Manufacture of General Purpose Machinery,"111,376,039","11,797,003,900",100,KRW,KOSDAQ
1799,1773,011080,HYUNGJI I&amp;C,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","42,313,608","21,156,804,000",500,KRW,KOSDAQ
1799,1771,092300,HYUNWOO,032602,Manufacture of Electronic Components,"18,672,816","9,336,408,000",500,KRW,KOSDAQ
1799,1753,034810,HaeSung,116409,Other Financial Intermediation,"32,556,857","16,972,889,500",500,KRW,KOSDAQ
1799,1755,076610,Haesung Optics,032703,Manufacture of Photographic Equipment and Optical Instruments,"44,919,473","22,459,736,500",500,KRW,KOSDAQ
1799,1754,059270,Haisung Aero-Robotics,032509,Manufacture of Other Fabricated Metal Products; Metal Working Service Activities,"11,165,299","5,582,649,500",500,KRW,KOSDAQ
1799,1745,107640,HanJungNCS,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","9,064,946","4,532,473,000",500,KRW,KOSDAQ
1799,1704,025550,HanSun,032401,Manufacture of Basic Iron and Steel,"25,514,004","13,368,129,000",500,KRW,KOSDAQ
1799,1737,320000,HanWool Semi,032902,Manufacture of Special-Purpose Machinery,"32,308,990","3,230,899,000",100,KRW,KOSDAQ
1799,1671,446750,Hana 26 SPAC,116601,Activities Auxiliary to Financial Service Activities,"6,030,000","603,000,000",100,KRW,KOSDAQ
1799,1672,448370,Hana 27 SPAC,116601,Activities Auxiliary to Financial Service Activities,"5,620,000","562,000,000",100,KRW,KOSDAQ
1799,1675,469880,Hana 30 SPAC,116601,Activities Auxiliary to Financial Service Activities,"7,305,000","730,500,000",100,KRW,KOSDAQ
1799,1676,469900,Hana 31 SPAC,116601,Activities Auxiliary to Financial Service Activities,"5,605,000","560,500,000",100,KRW,KOSDAQ
1799,1677,475240,Hana 32 SPAC,116601,Activities Auxiliary to Financial Service Activities,"3,200,000","320,000,000",100,KRW,KOSDAQ
1799,1678,475250,Hana 33 SPAC,116601,Activities Auxiliary to Financial Service Activities,"3,700,000","370,000,000",100,KRW,KOSDAQ
1799,1680,0041L0,Hana 35 SPAC,116601,Activities Auxiliary to Financial Service Activities,"6,030,000","603,000,000",100,KRW,KOSDAQ
1799,1683,166090,Hana Materials,032601,Manufacture of Semiconductor,"19,777,674","9,888,837,000",500,KRW,KOSDAQ
1799,1682,067310,Hana Micron,032601,Manufacture of Semiconductor,"66,271,949","33,135,974,500",500,KRW,KOSDAQ
1799,1679,484130,Hana Thirty-four SPAC,116601,Activities Auxiliary to Financial Service Activities,"4,520,000","452,000,000",100,KRW,KOSDAQ
1799,1673,454750,Hana28SPAC,116601,Activities Auxiliary to Financial Service Activities,"7,202,000","720,200,000",100,KRW,KOSDAQ
1799,1674,454640,Hana29SPAC,116601,Activities Auxiliary to Financial Service Activities,"5,401,000","540,100,000",100,KRW,KOSDAQ
1799,1746,079170,Hanchang,032402,Manufacture of Basic Precious and Non-ferrous Metals,"5,200,000","2,600,000,000",500,KRW,KOSDAQ
1799,1747,054920,Hancom WITH,105802,Software Development and Supply,"28,217,081","14,108,540,500",500,KRW,KOSDAQ
1799,1741,005860,HanilFeed,031009,Manufacture of Livestock Feeds and Prepared Animal Feeds,"39,403,685","19,701,842,500",500,KRW,KOSDAQ
1799,1740,024740,HanilForging,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"32,897,049","16,448,524,500",500,KRW,KOSDAQ
1799,1731,114810,Hansol IONES,032902,Manufacture of Special-Purpose Machinery,"28,593,174","14,676,087,000",500,KRW,KOSDAQ
1799,1732,070590,Hansol Intic,106201,"Computer programming, System Integration and Management Services","13,879,521","6,939,760,500",500,KRW,KOSDAQ
1799,1734,430690,Hanssak,105802,Software Development and Supply,"10,895,327","5,447,663,500",500,KRW,KOSDAQ
1799,1749,002680,Hantop,031005,"Manufacture of Grain Mill Products, Starches and Starch Products","32,316,799","16,158,399,500",500,KRW,KOSDAQ
1799,1738,091440,Hanwool MS,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"28,564,806","14,282,403,000",500,KRW,KOSDAQ
1799,1685,003380,Harim Holdings,116409,Other Financial Intermediation,"112,005,621","11,242,047,800",100,KRW,KOSDAQ
1799,1759,234340,Hecto Financial,106309,Other Information Service Activities,"13,970,656","6,985,328,000",500,KRW,KOSDAQ
1799,1758,214180,Hecto Innovation,106309,Other Information Service Activities,"13,124,613","6,788,592,500",500,KRW,KOSDAQ
1799,1760,084990,Helixmith,137001,Research and Experimental Development On Natural Sciences and Engineering,"46,092,797","23,046,398,500",500,KRW,KOSDAQ
1799,1795,024060,Heungu,074607,Other Specialized Wholesale,"15,000,000","1,500,000,000",100,KRW,KOSDAQ
1799,1688,365590,HiDeep,032601,Manufacture of Semiconductor,"154,783,114","15,478,311,400",100,KRW,KOSDAQ
1799,1689,149980,Hironic,032701,Manufacture of Medical Appliances and Instruments,"18,594,363","1,859,436,300",100,KRW,KOSDAQ
1799,1791,263920,HuM&amp;C,033309,Other Manufacturing n.e.c.,"9,809,026","4,904,513,000",500,KRW,KOSDAQ
1799,1794,145020,Hugel,032101,Manufacture of medicinal chemicals,"12,304,033","6,587,798,000",500,KRW,KOSDAQ
1799,1789,200670,Humedix,032102,Manufacture of Medicaments,"11,229,930","5,614,965,000",500,KRW,KOSDAQ
1799,1793,084110,Huons Global,032102,Manufacture of Medicaments,"12,636,820","6,318,410,000",500,KRW,KOSDAQ
1799,1782,353190,Hurum,031008,Manufacture of Other Food Products,"39,378,420","3,937,842,000",100,KRW,KOSDAQ
1799,1790,065510,Huvitz,032701,Manufacture of Medical Appliances and Instruments,"12,159,371","6,079,685,500",500,KRW,KOSDAQ
1799,1691,126700,HyVISION,032703,Manufacture of Photographic Equipment and Optical Instruments,"14,942,112","7,471,056,000",500,KRW,KOSDAQ
1799,1687,101670,Hydro Lithium,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","54,169,970","10,833,994,000",200,KRW,KOSDAQ
1799,1696,065650,Hyper Corporation,074605,Wholesale of Machinery Equipment and Supplies,"13,335,216","6,667,608,000",500,KRW,KOSDAQ
1799,1783,090710,Hyulim ROBOT,032902,Manufacture of Special-Purpose Machinery,"119,457,197","59,728,598,500",500,KRW,KOSDAQ
1799,1774,308100,Hyungji Global,074704,"Retail Sale of Textiles, Clothing, Footwear and Leather Goods","24,023,008","12,011,504,000",500,KRW,KOSDAQ
1799,1797,189980,Hyungkuk F&amp;B,031102,"Manufacture of Ice and Non-alcoholic Beverages, Production of Mineral Waters","40,137,827","4,013,782,700",100,KRW,KOSDAQ
1799,1772,138360,Hyupjin,032902,Manufacture of Special-Purpose Machinery,"51,936,764","25,968,382,000",500,KRW,KOSDAQ
1799,817,052860,I&amp;C,032601,Manufacture of Semiconductor,"17,862,854","8,931,427,000",500,KRW,KOSDAQ
1799,806,066430,I-ROBOTICS,074607,Other Specialized Wholesale,"39,153,476","19,576,738,000",500,KRW,KOSDAQ
1799,807,339950,IBKIMYOUNG,168505,General Private Educational Institute,"44,946,655","4,494,665,500",100,KRW,KOSDAQ
1799,47,442770,IBKS No.21 SPAC,116601,Activities Auxiliary to Financial Service Activities,"4,210,000","421,000,000",100,KRW,KOSDAQ
1799,48,448760,IBKS No.22 SPAC,116601,Activities Auxiliary to Financial Service Activities,"4,430,000","443,000,000",100,KRW,KOSDAQ
1799,49,467930,IBKS No.23 SPAC,116601,Activities Auxiliary to Financial Service Activities,"4,230,000","423,000,000",100,KRW,KOSDAQ
1799,50,469480,IBKS No.24 SPAC,116601,Activities Auxiliary to Financial Service Activities,"4,230,000","423,000,000",100,KRW,KOSDAQ
1799,830,059100,IC,032602,Manufacture of Electronic Components,"7,070,860","3,535,430,000",500,KRW,KOSDAQ
1799,814,040910,ICD,032902,Manufacture of Special-Purpose Machinery,"18,574,275","9,287,137,500",500,KRW,KOSDAQ
1799,815,368600,ICH,032602,Manufacture of Electronic Components,"17,538,346","8,769,173,000",500,KRW,KOSDAQ
1799,816,456010,ICTK,032601,Manufacture of Semiconductor,"13,420,676","6,710,338,000",500,KRW,KOSDAQ
1799,803,143160,IDIS,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"10,716,390","5,358,195,000",500,KRW,KOSDAQ
1799,804,054800,IDIS Holdings,137106,Other Professional Services,"10,347,756","5,173,878,000",500,KRW,KOSDAQ
1799,805,332370,IDP,032603,Manufacture of Computers and Peripheral Equipment,"13,273,726","6,636,863,000",500,KRW,KOSDAQ
1799,842,114840,IFAMILYSC,032004,Manufacture of Other Chemical Products,"17,319,900","8,659,950,000",500,KRW,KOSDAQ
1799,1215,067920,IGLOO,106309,Other Information Service Activities,"10,996,119","5,498,059,500",500,KRW,KOSDAQ
1799,821,307180,IL,032804,Manufacture of Electric Lamps and Bulbs,"28,462,625","2,846,262,500",100,KRW,KOSDAQ
1799,1290,333430,IL SEUNG,033101,Building of Ships and Boats,"30,726,747","3,072,674,700",100,KRW,KOSDAQ
1799,1294,094820,ILJIN POWER,064203,Electrical and Communication Works,"15,078,709","7,539,354,500",500,KRW,KOSDAQ
1799,1292,178780,ILWOUL GML,074608,Wholesale of Non-Specialized Goods,"17,769,195","8,884,597,500",500,KRW,KOSDAQ
1799,822,101390,IM,032602,Manufacture of Electronic Components,"12,981,844","6,490,922,000",500,KRW,KOSDAQ
1799,1234,115610,IMAGIS,032601,Manufacture of Semiconductor,"23,637,538","11,818,769,000",500,KRW,KOSDAQ
1799,823,461030,IMBdx,137001,Research and Experimental Development On Natural Sciences and Engineering,"14,017,750","1,401,775,000",100,KRW,KOSDAQ
1799,824,451220,IMT,032902,Manufacture of Special-Purpose Machinery,"7,874,611","3,937,305,500",500,KRW,KOSDAQ
1799,1274,083640,INCON,074608,Wholesale of Non-Specialized Goods,"77,720,351","7,772,035,100",100,KRW,KOSDAQ
1799,1288,071200,INFINITT Healthcare,105802,Software Development and Supply,"24,396,458","12,198,229,000",500,KRW,KOSDAQ
1799,1286,115310,INFOvine,106102,Telecommunications,"3,192,883","1,596,441,500",500,KRW,KOSDAQ
1799,1228,452400,INICS Corp.,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"9,071,428","4,535,714,000",500,KRW,KOSDAQ
1799,1227,053350,INITECH,105802,Software Development and Supply,"19,790,916","9,895,458,000",500,KRW,KOSDAQ
1799,1223,215790,INNO INSTRUMENT,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"40,283,149","20,141,574,500",500,KRW,KOSDAQ
1799,1217,303530,INNODEP,105802,Software Development and Supply,"7,339,299","3,669,649,500",500,KRW,KOSDAQ
1799,1224,344860,INNOGENE,032004,Manufacture of Other Chemical Products,"12,030,000","1,203,000,000",100,KRW,KOSDAQ
1799,1219,302430,INNOMETRY,032902,Manufacture of Special-Purpose Machinery,"9,833,208","4,916,604,000",500,KRW,KOSDAQ
1799,1218,296640,INNORULES,105802,Software Development and Supply,"5,178,252","2,609,126,000",500,KRW,KOSDAQ
1799,1221,274400,INNOSIM,105802,Software Development and Supply,"9,086,493","4,543,246,500",500,KRW,KOSDAQ
1799,1220,462350,INNOSPACE,033103,"Manufacture of Aircraft, Spacecraft and its Parts","9,416,694","9,416,694,000","1,000",KRW,KOSDAQ
1799,1225,088390,INNOX,033109,Manufacture of Other Transport Equipment,"9,385,844","4,692,922,000",500,KRW,KOSDAQ
1799,1226,272290,INNOX Advanced Materials,032602,Manufacture of Electronic Components,"20,227,658","10,113,829,000",500,KRW,KOSDAQ
1799,1266,277410,INSAN,031008,Manufacture of Other Food Products,"38,411,505","3,841,150,500",100,KRW,KOSDAQ
1799,1270,465480,INSPIEN,105802,Software Development and Supply,"10,137,772","1,013,777,200",100,KRW,KOSDAQ
1799,1267,060150,INSUN ENT,053802,Waste Treatment Services,"46,563,612","23,281,806,000",500,KRW,KOSDAQ
1799,1268,033230,INSUNG,106201,"Computer programming, System Integration and Management Services","50,515,380","25,257,690,000",500,KRW,KOSDAQ
1799,1281,064290,INTEKPLUS,032902,Manufacture of Special-Purpose Machinery,"12,863,962","6,431,981,000",500,KRW,KOSDAQ
1799,1280,051370,INTERFLEX,032602,Manufacture of Electronic Components,"23,327,472","11,663,736,000",500,KRW,KOSDAQ
1799,1278,119610,INTEROJO,032701,Manufacture of Medical Appliances and Instruments,"12,348,782","6,608,239,000",500,KRW,KOSDAQ
1799,1277,049070,INTOPS,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"17,200,000","8,600,000,000",500,KRW,KOSDAQ
1799,1264,079950,INVENIA,032902,Manufacture of Special-Purpose Machinery,"23,200,000","11,600,000,000",500,KRW,KOSDAQ
1799,1271,037330,INZI DISPLAY,032602,Manufacture of Electronic Components,"43,885,224","21,942,612,000",500,KRW,KOSDAQ
1799,831,262840,IQUEST,105802,Software Development and Supply,"21,133,905","2,113,390,500",100,KRW,KOSDAQ
1799,1231,009730,IREM,032401,Manufacture of Basic Iron and Steel,"61,877,172","30,938,586,000",500,KRW,KOSDAQ
1799,1237,351330,ISAAC Engineering,106201,"Computer programming, System Integration and Management Services","8,288,520","4,144,260,000",500,KRW,KOSDAQ
1799,51,095340,ISC,074605,Wholesale of Machinery Equipment and Supplies,"21,197,058","10,598,529,000",500,KRW,KOSDAQ
1799,819,212710,ISTE,032601,Manufacture of Semiconductor,"9,285,478","4,642,739,000",500,KRW,KOSDAQ
1799,1239,086890,ISU ABXIS,032103,Manufacture of Medical Supplies and Related Other Medicaments,"39,513,228","19,756,614,000",500,KRW,KOSDAQ
1799,841,309710,IT-CHEM,032101,Manufacture of medicinal chemicals,"12,583,001","6,291,500,500",500,KRW,KOSDAQ
1799,1283,287840,ITC,137001,Research and Experimental Development On Natural Sciences and Engineering,"14,847,600","7,423,800,000",500,KRW,KOSDAQ
1799,837,010280,ITCENENTEC,106201,"Computer programming, System Integration and Management Services","65,123,786","32,561,893,000",500,KRW,KOSDAQ
1799,836,124500,ITCENGLOBAL,106201,"Computer programming, System Integration and Management Services","23,204,527","11,602,263,500",500,KRW,KOSDAQ
1799,838,232830,ITCENPNS,105802,Software Development and Supply,"11,707,472","5,853,736,000",500,KRW,KOSDAQ
1799,834,119830,ITEK,137309,"Other Professional, Scientific and Technical Services n.e.c.","22,117,542","11,058,771,000",500,KRW,KOSDAQ
1799,839,372800,ITEYES,105802,Software Development and Supply,"6,046,990","3,023,495,000",500,KRW,KOSDAQ
1799,840,084850,ITM Semiconductor,032602,Manufacture of Electronic Components,"22,682,934","11,572,700,000",500,KRW,KOSDAQ
1799,835,052770,ITOXI,105802,Software Development and Supply,"57,960,634","28,980,317,000",500,KRW,KOSDAQ
1799,809,460470,IVIM Technology,032703,Manufacture of Photographic Equipment and Optical Instruments,"15,096,870","7,548,435,000",500,KRW,KOSDAQ
1799,808,469750,IVISIONWORKS,032902,Manufacture of Special-Purpose Machinery,"33,996,481","3,399,648,100",100,KRW,KOSDAQ
1799,1265,389470,IVTG,137001,Research and Experimental Development On Natural Sciences and Engineering,"10,759,313","5,379,656,500",500,KRW,KOSDAQ
1799,832,175250,Icure Pharm. Inc.,032102,Manufacture of Medicaments,"37,558,368","18,779,184,000",500,KRW,KOSDAQ
1799,1293,019540,IljiTech,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"13,513,500","6,756,750,000",500,KRW,KOSDAQ
1799,1233,424870,ImmuneOncia,137001,Research and Experimental Development On Natural Sciences and Engineering,"73,906,069","36,953,034,500",500,KRW,KOSDAQ
1799,1262,041830,InBody,032701,Manufacture of Medical Appliances and Instruments,"13,480,882","6,841,891,000",500,KRW,KOSDAQ
1799,1273,211050,Incar Financial Service,116602,Activities Auxiliary to Insurance and Pension Funding,"51,379,800","5,137,980,000",100,KRW,KOSDAQ
1799,1276,216050,Incross,137103,Advertising,"12,843,222","6,421,611,000",500,KRW,KOSDAQ
1799,1287,039290,InfoBank,106309,Other Information Service Activities,"8,693,978","4,346,989,000",500,KRW,KOSDAQ
1799,1289,101930,Inhwa Precision,033101,Building of Ships and Boats,"9,232,882","4,940,082,500",500,KRW,KOSDAQ
1799,1296,049550,InkTec,032004,Manufacture of Other Chemical Products,"19,606,277","10,104,130,000",500,KRW,KOSDAQ
1799,1275,064090,InkredibleBuzz,074608,Wholesale of Non-Specialized Goods,"49,742,745","24,871,372,500",500,KRW,KOSDAQ
1799,1222,073490,Innowireless,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"7,603,846","3,801,923,000",500,KRW,KOSDAQ
1799,1269,450520,Inswave,105802,Software Development and Supply,"14,704,578","7,352,289,000",500,KRW,KOSDAQ
1799,1282,189300,Intellian Tech,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"10,733,334","5,366,667,000",500,KRW,KOSDAQ
1799,1279,017250,Interm,032605,Manufacture of Electronic Video and Audio Equipment,"21,045,467","10,522,733,500",500,KRW,KOSDAQ
1799,1284,150840,IntroMedic,032701,Manufacture of Medical Appliances and Instruments,"42,997,901","4,299,790,100",100,KRW,KOSDAQ
1799,1272,100030,Inzisoft,105802,Software Development and Supply,"3,283,714","1,641,857,000",500,KRW,KOSDAQ
1799,818,464500,Iron Device,032601,Manufacture of Semiconductor,"13,963,263","6,981,631,500",500,KRW,KOSDAQ
1799,1328,026040,J.ESTINA,033301,Manufacture of Precious Metals and Ornamentations,"16,503,790","8,684,795,000",500,KRW,KOSDAQ
1799,1335,420570,J2KBIO,032004,Manufacture of Other Chemical Products,"5,847,483","2,923,741,500",500,KRW,KOSDAQ
1799,1352,000440,JA Enervis,074607,Other Specialized Wholesale,"6,227,130","3,113,565,000",500,KRW,KOSDAQ
1799,1303,049630,JAEYOUNG,032703,Manufacture of Photographic Equipment and Optical Instruments,"101,791,820","50,895,910,000",500,KRW,KOSDAQ
1799,1322,090470,JASTECH,032902,Manufacture of Special-Purpose Machinery,"17,476,594","8,738,297,000",500,KRW,KOSDAQ
1799,1323,137950,JC Chemical,032004,Manufacture of Other Chemical Products,"22,267,814","11,133,907,000",500,KRW,KOSDAQ
1799,1324,033320,JCH Systems,074605,Wholesale of Machinery Equipment and Supplies,"19,114,432","9,557,216,000",500,KRW,KOSDAQ
1799,1339,412540,JEIL M&amp;S,032902,Manufacture of Special-Purpose Machinery,"20,600,665","10,300,332,500",500,KRW,KOSDAQ
1799,1341,038010,JEIL TECHNOS,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","9,000,000","4,500,000,000",500,KRW,KOSDAQ
1799,1334,418550,JEIO,137201,"Architectural, Engineering and Related Technical Services","32,017,673","3,201,767,300",100,KRW,KOSDAQ
1799,1350,036930,JEL,032902,Manufacture of Special-Purpose Machinery,"47,268,321","24,124,606,000",500,KRW,KOSDAQ
